lexical_id,entry_id,word,word_with_airab_or_variant,part_of_speech,domain,definition,language_direction,source_dictionary,normalized_word,normalized_definition,extra,publisher,publisher_url,prepared_by
slx_ddefe0ba98723c3f,211,اشتعال,اشتعال:,,Arabic → Sindhi,جوش، ڀڙڪو.,arabic,Arabic → Sindhi,اشتعال,جوش ڀڙڪو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_dfb8b1e7e072d7eb,212,اشتقاق,اشتقاق:,,Arabic → Sindhi,لفظ مان ڪڍيل بنيادي ڌاتو.,arabic,Arabic → Sindhi,اشتقاق,لفظ مان ڪڍيل بنيادي ڌاتو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_da344b8d04aab558,213,اشتھا,اشتھا:,,Arabic → Sindhi,خواھش، طلب (کائڻ جي).,arabic,Arabic → Sindhi,اشتھا,خواھش طلب کائڻ جي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b80d8e4c28cd8eff,214,اشتھار,اشتھار:,,Arabic → Sindhi,اعلان پڌرنامو.,arabic,Arabic → Sindhi,اشتھار,اعلان پڌرنامو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f2e2adb7be2df982,215,اشتياق,اشتياق:,,Arabic → Sindhi,شوق چاھھ، سڪ.,arabic,Arabic → Sindhi,اشتياق,شوق چاھھ سڪ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_443608fdaf30b37a,216,اشخاص,اشخاص:,,Arabic → Sindhi,(شخص جو جمع) گھڻا ماڻھو، ڄڻا.,arabic,Arabic → Sindhi,اشخاص,شخص جو جمع گھڻا ماڻھو ڄڻا,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_d4b2fb99aa1bbaea,217,اشد,اشد:,noun,Arabic → Sindhi,(شديد جي صفت اسم تفضيل) وڌيڪ سخت.,arabic,Arabic → Sindhi,اشد,شديد جي صفت اسم تفضيل وڌيڪ سخت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_1aaadafd1e3216d2,218,اشراف,اشراف:,,Arabic → Sindhi,شريف انسان نيڪ مرد,arabic,Arabic → Sindhi,اشراف,شريف انسان نيڪ مرد,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_199581f7f18ebe22,219,اشراق,اشراق:,,Arabic → Sindhi,سج اڀرڻ کان ويھھ منٽ پوءِ نفلي نماز.,arabic,Arabic → Sindhi,اشراق,سج اڀرڻ کان ويھھ منٽ پوء نفلي نماز,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_1b1523a154f319d3,220,اشرف المخلوقات,اشرف المخلوقات:,,Arabic → Sindhi,وڌيڪ شريف،سڀني مخلوقن کان ڀلو (انسان ذات).,arabic,Arabic → Sindhi,اشرف المخلوقات,وڌيڪ شريف سڀني مخلوقن کان ڀلو انسان ذات,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f423d1420dfec982,221,اشرفي,اشرفي:,,Arabic → Sindhi,ھڪ سونو سڪو، مھر، ھڪ قسم جو گل.,arabic,Arabic → Sindhi,اشرفي,ھڪ سونو سڪو مھر ھڪ قسم جو گل,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_907dfc9ec5c8ee4e,222,اشعار,اشعار:,,Arabic → Sindhi,(شعر جو جمع) نظم.,arabic,Arabic → Sindhi,اشعار,شعر جو جمع نظم,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_40d5624b077b5fc0,223,اشفاق,اشفاق:,,Arabic → Sindhi,(شفيق جو جمع) مھربان.,arabic,Arabic → Sindhi,اشفاق,شفيق جو جمع مھربان,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_be60d15e48b25cc7,224,اشھد,اشھد:,,Arabic → Sindhi,شھادت جي ڪلمي جو پھريون لفظ، شھادت جو ڪلمو.,arabic,Arabic → Sindhi,اشھد,شھادت جي ڪلمي جو پھريون لفظ شھادت جو ڪلمو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_e4cb6e422f017da7,225,اشياء,اشياء :,,Arabic → Sindhi,(شيءِ جو جمع) شيون.,arabic,Arabic → Sindhi,اشياء,شيء جو جمع شيون,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_da279a24adabdf78,226,اصحاب,اصحاب:,,Arabic → Sindhi,(صاحب جو جمع)نبي اڪرم |جا صحبتي، دوست، سنگتي.,arabic,Arabic → Sindhi,اصحاب,صاحب جو جمع نبي اڪرم جا صحبتي دوست سنگتي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_0716a5e8d0e49d03,227,اصرار,اصرار:,,Arabic → Sindhi,ڪنھن ڳالھھ تي گھڻو زور، تاڪيد.,arabic,Arabic → Sindhi,اصرار,ڪنھن ڳالھھ تي گھڻو زور تاڪيد,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_be3bdd494a33b099,228,اصطلاح,اصطلاح:,,Arabic → Sindhi,ڪنھن ڌنڌي يا فن جو لفظ، محاورو، ورجيس.,arabic,Arabic → Sindhi,اصطلاح,ڪنھن ڌنڌي يا فن جو لفظ محاورو ورجيس,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_a8ef982c3d9f2f9b,229,اصطلاحي,اصطلاحي:,,Arabic → Sindhi,محاوري وارو.,arabic,Arabic → Sindhi,اصطلاحي,محاوري وارو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_2a0f11aa006ed3c0,230,اصغر,اصغر:,,Arabic → Sindhi,وڌيڪ ننڍو، سڀ کان ننڍو.,arabic,Arabic → Sindhi,اصغر,وڌيڪ ننڍو سڀ کان ننڍو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_19ea88a2f00efa64,231,اصل,اصل:,,Arabic → Sindhi,پاڙ،بنياد،پيڙھھ،حقيقي خالص، رنج، سچو پچو، (ظ) شروع کان، ھرگز.,arabic,Arabic → Sindhi,اصل,پاڙ بنياد پيڙھھ حقيقي خالص رنج سچو پچو ظ شروع کان ھرگز,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_3228226672be73db,232,اصلا,اصلا:,,Arabic → Sindhi,اصل ۾.,arabic,Arabic → Sindhi,اصلا,اصل,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_e7b9e72bfdaa18db,233,اصلاح,اصلاح:,,Arabic → Sindhi,درستي، سڌارو.,arabic,Arabic → Sindhi,اصلاح,درستي سڌارو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f380e4e945d2d052,234,اصلاحات,اصلاحات:,,Arabic → Sindhi,(ح) سڌارا.,arabic,Arabic → Sindhi,اصلاحات,ح سڌارا,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_349769ed76caee54,235,اصلي,اصلي:,,Arabic → Sindhi,بنيادي ، فطري.,arabic,Arabic → Sindhi,اصلي,بنيادي فطري,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_d7d420ef9bd95643,236,اصول,اصول:,,Arabic → Sindhi,(ج اصل) بنياد، پاڙون، قاعدا.,arabic,Arabic → Sindhi,اصول,ج اصل بنياد پاڙون قاعدا,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_9415cb747e4eee11,237,اصيل,اصيل:,,Arabic → Sindhi,سٺي خاندان وارو، شريف، اصل نسل وارو، بڻائتو.,arabic,Arabic → Sindhi,اصيل,سٺي خاندان وارو شريف اصل نسل وارو بڻائتو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_6902a89838a07d68,238,اضافت,اضافت:,noun,Arabic → Sindhi,نسبت،لاڳاپو،گرامر ۾ اسمن وچ ۾ مالڪي ڏيکاريندڙ حالت.,arabic,Arabic → Sindhi,اضافت,نسبت لاڳاپو گرامر اسمن وچ مالڪي ڏيکاريندڙ حالت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_a6b30edaafbbd34b,239,اضافو,اضافو:,,Arabic → Sindhi,واڌارو، ترقي.,arabic,Arabic → Sindhi,اضافو,واڌارو ترقي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_835759f2e18bf79f,240,اضافي,اضافي:,,Arabic → Sindhi,نسبتي، وڌيڪ.,arabic,Arabic → Sindhi,اضافي,نسبتي وڌيڪ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_3e2c2ab5dde24f78,241,اضحيٰ,اضحيٰ:,,Arabic → Sindhi,(ج ا ضحية) قربانيون، عيدالاضحيٰ، قربانيءَ واري عيد.,arabic,Arabic → Sindhi,اضحي,ج ا ضحية قربانيون عيدالاضحي قربانيء واري عيد,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f24c245cb17cf2b5,242,اضطراب,اضطراب:,,Arabic → Sindhi,پريشاني،بيقراري،ڦٿڪو.,arabic,Arabic → Sindhi,اضطراب,پريشاني بيقراري ڦٿڪو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c63d0a6983fbdba9,243,اطراف,اطراف:,,Arabic → Sindhi,(طرف جو جمع)طرف ڏسيندڙ.,arabic,Arabic → Sindhi,اطراف,طرف جو جمع طرف ڏسيندڙ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_d6745ea2e927a41d,244,اطفال,اطفال:,,Arabic → Sindhi,(طفل جو جمع) ٻار.,arabic,Arabic → Sindhi,اطفال,طفل جو جمع ٻار,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c7b89e547f57350e,245,اطلاع,اطلاع:,,Arabic → Sindhi,خبر، اعلان، چتاءُ، ڄاڻ.,arabic,Arabic → Sindhi,اطلاع,خبر اعلان چتاء ڄاڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_1f1ff4e7b5b1d152,246,اطلاق,اطلاق:,,Arabic → Sindhi,لاڳاپو.,arabic,Arabic → Sindhi,اطلاق,لاڳاپو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_32e367e5c9a1b41c,247,اطلس,اطلس:,,Arabic → Sindhi,ريشمي ڪپڙو.,arabic,Arabic → Sindhi,اطلس,ريشمي ڪپڙو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_4e4efc84b5e9e9b5,248,اطمينان,اطمينان:,,Arabic → Sindhi,تسلي، خاطري.,arabic,Arabic → Sindhi,اطمينان,تسلي خاطري,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_0967116fc617f881,249,اطوار,اطوار:,,Arabic → Sindhi,(طور جو جمع) طريقا، ڍنگ، دستور، آداب,arabic,Arabic → Sindhi,اطوار,طور جو جمع طريقا ڍنگ دستور آداب,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c51fab08768512f1,250,اظھار,اظھار:,,Arabic → Sindhi,ظاھر،ڪرڻ،بيان ڪرڻ،اعلان ڪرڻ.,arabic,Arabic → Sindhi,اظھار,ظاھر ڪرڻ بيان ڪرڻ اعلان ڪرڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_7d94409b0f9a7133,251,اظھر,اظھر:,noun,Arabic → Sindhi,ظاھر جو اسم تفصيل، مبالغو، وڌيڪ ظاھر، وڌيڪ چٽو، روشن.,arabic,Arabic → Sindhi,اظھر,ظاھر جو اسم تفصيل مبالغو وڌيڪ ظاھر وڌيڪ چٽو روشن,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_bedf1fd3ce7551c7,252,اظھر من الشمس,اظھر من الشمس:,,Arabic → Sindhi,سج کان وڌيڪ پڌرو، چٽو، روشن.,arabic,Arabic → Sindhi,اظھر من الشمس,سج کان وڌيڪ پڌرو چٽو روشن,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_96e5f984c14aeda5,253,اعانت,اعانت:,,Arabic → Sindhi,مدد، واھر.,arabic,Arabic → Sindhi,اعانت,مدد واھر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_68f1aae401adbd63,254,اعتبار,اعتبار:,,Arabic → Sindhi,ڀروسو، ويساھھ، يقين.,arabic,Arabic → Sindhi,اعتبار,ڀروسو ويساھھ يقين,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_36d3336b4aef3fef,255,اعتدال,اعتدال:,,Arabic → Sindhi,وچٿرائي.,arabic,Arabic → Sindhi,اعتدال,وچٿرائي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_055ed29669e70c2f,256,اعتراض,اعتراض:,,Arabic → Sindhi,اختلاف، مخالفت.,arabic,Arabic → Sindhi,اعتراض,اختلاف مخالفت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_a54f9f1b5d15682b,257,اعتراف,اعتراف:,,Arabic → Sindhi,قبوليت، اقرار، ڏوھھ، مڃڻ.,arabic,Arabic → Sindhi,اعتراف,قبوليت اقرار ڏوھھ مڃڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_ce7e8cde88745a23,258,اعتقاد,اعتقاد:,,Arabic → Sindhi,ويساھھ،ايمان، اعتبار، عقيدو.,arabic,Arabic → Sindhi,اعتقاد,ويساھھ ايمان اعتبار عقيدو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_d90f983486b75238,259,اعتڪاف,اعتڪاف:,,Arabic → Sindhi,گوشھ نشيني، رمضان شريف جي آخري ڏھي ۾ عبادت لاءِ گوشھ نشيني.,arabic,Arabic → Sindhi,اعتڪاف,گوشھ نشيني رمضان شريف جي آخري ڏھي عبادت لاء گوشھ نشيني,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_a3b594bbe8b83fdd,260,اعتماد,اعتماد:,,Arabic → Sindhi,ڀروسو، يقين، اعتبار.,arabic,Arabic → Sindhi,اعتماد,ڀروسو يقين اعتبار,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_61084fb5bae90ee8,261,اعجاز,اعجاز:,,Arabic → Sindhi,معجزو,arabic,Arabic → Sindhi,اعجاز,معجزو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_bcbca495431d9554,262,اعداء,اعداء:,,Arabic → Sindhi,(عدو جو جمع) دشمن.,arabic,Arabic → Sindhi,اعداء,عدو جو جمع دشمن,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_165b8196fbfc9794,263,اعداد,اعداد:,,Arabic → Sindhi,(عدد جو جمع) انگ، عدد.,arabic,Arabic → Sindhi,اعداد,عدد جو جمع انگ عدد,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_21fc65e2cb04afc1,264,اعراب,اعراب:,,Arabic → Sindhi,اکر کي چوريندڙ نشاني (زير، زبر، پيش).,arabic,Arabic → Sindhi,اعراب,اکر کي چوريندڙ نشاني زير زبر پيش,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c4314a54fb756248,265,اعرابي,اعرابي:,,Arabic → Sindhi,عربستان جي ٻھراڙيءَ جو رھاڪو، بدوي،خانھ بدوش.,arabic,Arabic → Sindhi,اعرابي,عربستان جي ٻھراڙيء جو رھاڪو بدوي خانھ بدوش,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_1246e3ce03ac629d,266,اعزاء,اعزاء:,,Arabic → Sindhi,(عزيز جو جمع)پيارا،مائٽ مٽ، دوست.,arabic,Arabic → Sindhi,اعزاء,عزيز جو جمع پيارا مائٽ مٽ دوست,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_140b6762c938c311,267,اعزاز,اعزاز:,,Arabic → Sindhi,مان، مرتبو.,arabic,Arabic → Sindhi,اعزاز,مان مرتبو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_06c73f81def40743,268,اعزازي,اعزازي:,,Arabic → Sindhi,بنا اجوري مفت ڪم ڪندڙ.,arabic,Arabic → Sindhi,اعزازي,بنا اجوري مفت ڪم ڪندڙ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_2399f781a6e51ee1,269,اعشاري,اعشاري:,,Arabic → Sindhi,ڏھين حصي وارو، ڏھائي.,arabic,Arabic → Sindhi,اعشاري,ڏھين حصي وارو ڏھائي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_46d13e94fa09fd65,270,اعصاب,اعصاب:,,Arabic → Sindhi,(عصب جو جمع) مشڪون.,arabic,Arabic → Sindhi,اعصاب,عصب جو جمع مشڪون,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_2740a13318b7b82b,271,اعضاء,اعضاء:,,Arabic → Sindhi,(عضوو جو جمع) عضوا، جسم جا چار حصا.,arabic,Arabic → Sindhi,اعضاء,عضوو جو جمع عضوا جسم جا چار حصا,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8800503b9e015eba,272,اعظم,اعظم:,,Arabic → Sindhi,سڀ کان وڏو.,arabic,Arabic → Sindhi,اعظم,سڀ کان وڏو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_814845fa5bbe89f6,273,اعليٰ,اعليٰ:,,Arabic → Sindhi,تمام مٿانھون، اوچو.,arabic,Arabic → Sindhi,اعلي,تمام مٿانھون اوچو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b308dfd34dd48135,274,اعلان,اعلان:,,Arabic → Sindhi,اطلاع، ڄاڻ، پڌرائي.,arabic,Arabic → Sindhi,اعلان,اطلاع ڄاڻ پڌرائي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_afc01c838f8e6454,275,اعمال,اعمال:,,Arabic → Sindhi,(عمل جو جمع) ڪم، عمل.,arabic,Arabic → Sindhi,اعمال,عمل جو جمع ڪم عمل,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_790aa1919d274058,276,اغراض,اغراض:,,Arabic → Sindhi,(غرض جو جمع)مطلبَ، مرادون.,arabic,Arabic → Sindhi,اغراض,غرض جو جمع مطلب مرادون,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_27232e67b18dd0da,277,ا غماز,اِ غماز:,,Arabic → Sindhi,اکين يا ڀرن جو اشارو,arabic,Arabic → Sindhi,ا غماز,اکين يا ڀرن جو اشارو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f7d50571dcb2a4da,278,اغطر,اغطر:,,Arabic → Sindhi,چشم پوشي.,arabic,Arabic → Sindhi,اغطر,چشم پوشي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_287da49fbcfb11fa,279,ا غوا,اِ غوا:,,Arabic → Sindhi,لالچائڻ، ڀڄائڻ،زوري کڻي وڃڻ.,arabic,Arabic → Sindhi,ا غوا,لالچائڻ ڀڄائڻ زوري کڻي وڃڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b4545fddb823c370,280,اغيار,اغيار:,,Arabic → Sindhi,(غير جو جمع) ڌاريا، اجنبي,arabic,Arabic → Sindhi,اغيار,غير جو جمع ڌاريا اجنبي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_61a77ff6f63fcb7b,281,اف,اف:,,Arabic → Sindhi,ڪاوڙ مان جھٽڪو.,arabic,Arabic → Sindhi,اف,ڪاوڙ مان جھٽڪو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_0b7953410427a36a,282,افاديت,افاديت:,,Arabic → Sindhi,فائدو، نفعو.,arabic,Arabic → Sindhi,افاديت,فائدو نفعو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_010e05619302b1f6,283,افاقھ,افاقھ:,,Arabic → Sindhi,بيماريءَ جو گھٽ ٿيڻ روبصحت ٿيڻ.,arabic,Arabic → Sindhi,افاقھ,بيماريء جو گھٽ ٿيڻ روبصحت ٿيڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_559986269e044ee3,284,افتتاح,افتتاح:,,Arabic → Sindhi,باضابطھ، آغاز، ڪم شروع ڪرڻ جي رسم.,arabic,Arabic → Sindhi,افتتاح,باضابطھ آغاز ڪم شروع ڪرڻ جي رسم,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_926db98775fd1d1a,285,افتخار,افتخار:,,Arabic → Sindhi,فخر، ناز، وڏائي.,arabic,Arabic → Sindhi,افتخار,فخر ناز وڏائي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_5327f7ba6aad72d8,286,افراد,افراد:,,Arabic → Sindhi,(فرد جو جمع) ڄڻا، ماڻھو.,arabic,Arabic → Sindhi,افراد,فرد جو جمع ڄڻا ماڻھو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8575ce89c440cbe2,287,افضل,افضل:,,Arabic → Sindhi,سڀني کان ڀلو،سڀ کان فضيلت وارو.,arabic,Arabic → Sindhi,افضل,سڀني کان ڀلو سڀ کان فضيلت وارو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_d7beebb835ff1bb2,288,افطار,افطار:,,Arabic → Sindhi,روزو کولڻ.,arabic,Arabic → Sindhi,افطار,روزو کولڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_9719d7a5389b000b,289,افعال,افعال:,verb,Arabic → Sindhi,(فعل جو جمع) ڪم، لڇڻ،,arabic,Arabic → Sindhi,افعال,فعل جو جمع ڪم لڇڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_e139d8dfc3ae2b5a,290,افق,افق:,,Arabic → Sindhi,زمين و آسمان گڏ ڏسجڻ واري حالت، حد نظر.,arabic,Arabic → Sindhi,افق,زمين و آسمان گڏ ڏسجڻ واري حالت حد نظر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b8e3459c9d2c247f,291,افڪار,افڪار:,,Arabic → Sindhi,(فڪر جو جمع) خيال.,arabic,Arabic → Sindhi,افڪار,فڪر جو جمع خيال,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c50ecd6487fcab4b,292,افلاس,افلاس:,,Arabic → Sindhi,سڃائي، تنگدستي.,arabic,Arabic → Sindhi,افلاس,سڃائي تنگدستي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_de02a0c35c256290,293,افلاطون,افلاطون:,,Arabic → Sindhi,يونان جو مشھور فلسفي.,arabic,Arabic → Sindhi,افلاطون,يونان جو مشھور فلسفي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_3e2ca61e041bf051,294,ا فلاڪ,اِ فلاڪ:,,Arabic → Sindhi,(فلڪ جو جمع) آسمان.,arabic,Arabic → Sindhi,ا فلاڪ,فلڪ جو جمع آسمان,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_fd39aea3f52314b4,295,افواج,افواج:,,Arabic → Sindhi,(فوج جو جمع)فوجون، لشڪر.,arabic,Arabic → Sindhi,افواج,فوج جو جمع فوجون لشڪر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_0df33d1fd144a34c,296,افواه,افواه:,,Arabic → Sindhi,(فوھھ جو جمع)ھل،ڊپ، حيرت واري بي بنياد ڳالھھ.,arabic,Arabic → Sindhi,افواه,فوھھ جو جمع ھل ڊپ حيرت واري بي بنياد ڳالھھ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_4a83bc3ba3717f83,297,اقارب,اقارب:,,Arabic → Sindhi,(قريب جو جمع)ويجھا مائٽ,arabic,Arabic → Sindhi,اقارب,قريب جو جمع ويجھا مائٽ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_cda175201340df2c,298,اقامت,اقامت:,,Arabic → Sindhi,ٽڪڻ، رھڻ، نماز لاءِ بيھڻ، نماز لاءِ تڪبير چوڻ.,arabic,Arabic → Sindhi,اقامت,ٽڪڻ رھڻ نماز لاء بيھڻ نماز لاء تڪبير چوڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
